0xcc8f21756c8441f6c8eb219fe4265858a7979a82,2,6
0xa5d332360b6ddcfe5035ad4462b4bbb057826868,2,6
0x3B389fE46DE38e6C8901b5C9eE4928cdAe66F45e,1,3
0xcf75152698f476F8620E54747294208959ce90E0,1,3
0x816cC67da29380B54AEe1dc1Fc18514a327C6a9F,1,3
0x408939FADA9D9316283B258a7d6E9AfCA76f8aaD,1,6
0x84ae27bd3eaea38f5ac353f05485c1585cd2f397,1,6
0x7c812BA26b22B3B880B3602ac9D959f9e403D65C,2,3
0x4c0083c680926ad82cf1dd9c267e877ce7f40919,2,6
0xc681fc041387d476f582dc9965f937de67969e5f,1,6
0x8bFd9902cA891E4bE311cfE3EFCC45fB681622a3,3,6
0x01b6638c83ca89A0dB90a8bC9191A42aD3fEB69c,3,6
0x5f8b9191881bc37826a50b263c99d7182e130b54,1,3
0x9EbE4Ae6E8f1a7907A24803dAe2148b1755B5EF2,1,3
0x64841a358c060509c240fd3efb7e7d9a6e3ae2d3,1,6
0xe1ed94e7ad7c9cff1aec268a9b1d4c4752954d3e,3,6
0x22E5CaB8C6B17fED19D967769c2F50454215DdAC,1,3
0xc3a5ee7e32870524accc964b1872c25d7b50a1f4,1,6
0xa00c125071da71f667f42d72a32be676f4c53ebb,1,6
0xb0d3c8c8b5aae3eb9b424b7494c1cdf2fb22e005,2,6
0xf2354D159fe321CC6296E226ec0DD3ab60D711Be,2,3
0x5f96906b85010f729e36d5a4141d027194a47b60,1,6
0xbe9FaF14588886BFD7da1Abe678bc865ac2B22f2,1,6
0x64b57780db2873b63273616A198cB9F39D34cEf9,2,3
0x29d168b0E6931f3DF8122f8bE1F9E5043b2A57D3,3,3
0xf4f4c1ef7eb916c7f929d2bf739c899e6f52716a,1,3
0xc3d03C12C2019ABDD754491280977F6734ddad85,1,6
0x7ed9Bb505d7FdbC51396359976d2301BdAda683A,1,6
0xC738cEc51be3BC4f34994934eF94b5D54D27F35C,1,6
0xE51f68b46AC18406F510EBd28F90057a010a74E2,8,6
0x2c16F387d1dc3A4C88232899AbdAa48d849ba8d3,8,3
0x506D7e58554626016B0A939Aa2D18E405eaa3aD0,4,6
0xe617fEf805762B292E2dC65eca1B7241DB81d3dA,8,6
0x3494A465019535A8dd6EeDDBe3f65d86B2d6a417,5,6
0x2029d2126b7f9cd90a6b7e3e5546f4a2fba4e92f,6,6
0x0B8F8B28B295298Ce00cb56661F1500505f26086,3,6
0xAe37937c49b1845ff4153ece9FD20D1A3E48Ad1b,5,3
0x303B289Bc0253D8d5c817C83b366252ED71ba589,5,6
0x7593C330f1154aDE57b6D070c00b052036fdb55b,5,6
0xa908E533632FDD10623aCd2671f5db0DD199f8e5,7,6
0x50d09bd94579bfD96BAEb1b59F3bF52d891C5817,5,6
0xCcEe333Ef928f1EaFd36A13B5314d5a3742684e2,6,6
0x23706fE7E54d7b1F9010d1A744877c797bBd2511,5,6
0x7ced27c359E680ff00e5247e7B239efF35288C76,5,3
0x201DA80a564545c5933394b88078B7ED80f1339A,5,6
0xe0076B441F77C671Cbe28C4BB634A33514e99A00,5,6
0xCF3A0afcc2fB0b3eE8F0b4333b7B803DAf01F85E,5,6
0xa07E04F54cB79558863906B3e96d4298Ec63296E,5,3
0x6c284B7d0fd8419BB447a252d17535d963838f4B,6,6
0x8eb7A5EBA7D4E51a38e22799A3cBE0761dE3F0D2,3,6
0xF1A6Ab76EaDa14010732F9BB9A3e7FFA4A81bD85,4,3
0xF67E425ae110457e40f6f10673798014d8bF8C90,2,6
0x01AE41664f545eeC3ef04d7B102dDac84B0018B3,2,3
0xE3774f8597ff8d8c5170f9dE0bCCe136141350f1,2,6
0xb4FD4e67cdb71efb9ea9848d7d75c8B29D821384,2,6
0xa467636Ce6bf5dc6D140bcf40116F31D719B6610,2,3
0x062ff50f82f9812627525e4ac0a0f4842b9e3c32,2,3
0x47363f62076f5F9F21e09670502c9dC17a72c3fD,2,6
0xDDadB1Ba3695a4ccd1e4a6d2bD1E65cBd5bd795F,4,6
0x1Dd5D6d6bDb6a87FF6E4E89da5ACEFb9003832FA,3,6
0x83b640d15e92dE23F3BcAf4Daf5Ab6FC27ef546a,2,6
0xA9993910d0de45268bCE07e93e21d570E417A173,2,6
0xeF624EF0817923441c4F3060814E43cdD986B816,1,3
0xFa0a926aF6A769838EEe43aF969DE5A1Da241D37,1,3
0x24cb687a2001E8a77CA40B5ada58B5dbFd24F2Ed,1,6
0x1Dc83765F979E3060Bdc646C671F3afa326B5BE5,5,6
0x87BF6A882B498DdcF838db98b9173A5E5174B16b,1,6
0x60c12e57fBbAd4387124611F7fE950821D9b006F,1,6
0x7b7751CF2C0A010Ad468714fbB03EFffBe4d68Ac,1,3
0xB9Dfa2a8C63b7EB50720bCD3a9d7d9cD53e5d5E4,1,6
0x2edC072C187429d8938f9613Fe7c256a0eCA3e00,1,6
0x1D3797f06b99b3536d80cDF7daa16DAD1Ce69881,1,3
0xdAC7027b4036eF94E048c211874788e608B9A3b2,1,6
0x5bDaa5C7D91261fA7FB40FbFC90D4d66259dC132,1,3
0x2161D4949619a0B5A7fa57DdFE81746fb8ac20EA,2,6
0xDd74eC33003997A1A573AdB9A17488927967b5A3,1,3
0x4F6FCf2a2F11746eA2a6fAfAAe6998463872FE58,1,6
0x18D029e3C865B0762d83288B7Af5193A377d4b75,1,6
0x34B3f65e28f0C9224981Bedf6655c66e8a03CDc2,1,3
0xBfb358724fB4b69B47D67dDc976dD275eD566679,9,6
0xe087Ab2600AAEAC593574e32E01a216AB584bd34,1,3
0x1dEA759c901067df10228CDF80ddF39115C521D2,1,6
0x6d1b85747793c95569e7c3F5D26d3de19b1DFb08,1,6
0x70387dcC17f4668e4685C4B2504710564e36b1Cb,1,6
0x9d52521BaA757aE99BD194e7D90904AB2e1F9658,1,3
0xDaBCb6CA014B606Fe3F5E3333c3E773B7e691416,1,6
0xE4E921cB46D7e1263f3425076BceC6319D82af56,2,6
0x81C60397b421B7e5D847409Fc53cC1Ae961dE806,1,3
0x86fe56BDbB1a60F5a144A6BafFbD1e5B57D4F989,1,3
0x748b85D4BAD2E3bcB3eF503f790A7622510aAC2d,1,6
0x7d51d1378526329eC6c9D9E68437d236FC6f6428,1,6
0xD7874d5D6AB91A9B4a7d46A2B10c0573b954197d,5,6
0x8b98B7f6E0e33FF1bf9229786aD559cB91fA7dB0,1,3
0x4109C54D09F4193796ae579CE7a815B37ec24500,1,6
0xef0001d03c85A77F580618920589328d8371243F,1,3
0xbFf47310c004707FE0DfC636EFed3E8BfCA46eF7,2,6
0x2f30F269a0422787F3dF7A1A3B90b3d551f3668D,1,3
0xB7E86D3A178523D4ce0423d2dE0aAFD2184e959A,2,6
0x4De66f38B6Fb3786320B26BCb397137CB3e17ad2,1,3
0xd5Bd4f3e22C2b38d7daD21e2DCF9A9a11151Af7C,8,6
0x28A3172Fdc18Cf158Ac6f9173f45b901fb1077eA,2,3
0xC20F43Bea6A53b96988D3333A56014b873Fa4f0b,1,3
